trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success,states_visited,zCount
187,False,"{'a': 0.5, 'e': 0.6114555555555555}",20,0,-96.51759611460587,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0,94,31
188,False,"{'a': 0.5, 'e': 0.6072888888888889}",20,16,7.127185174232786,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,94,31
189,False,"{'a': 0.5, 'e': 0.6031}",20,12,-10.18085502506907,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1,94,31
190,False,"{'a': 0.5, 'e': 0.5988888888888888}",30,16,-41.90884752653338,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1,94,31
191,False,"{'a': 0.5, 'e': 0.5946555555555555}",20,0,-41.23393051717882,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0,94,31
192,False,"{'a': 0.5, 'e': 0.5904}",30,7,-20.06358238485716,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1,94,31
193,False,"{'a': 0.5, 'e': 0.5861222222222222}",20,0,16.27212773292499,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0,94,31
194,False,"{'a': 0.5, 'e': 0.5818222222222222}",20,2,-14.59426928839269,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1,94,31
195,False,"{'a': 0.5, 'e': 0.5774999999999999}",25,13,-3.4091875322759835,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1,94,31
196,False,"{'a': 0.5, 'e': 0.5731555555555555}",25,7,-40.63768341696059,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1,94,31
197,False,"{'a': 0.5, 'e': 0.5687888888888888}",25,0,-53.35709236256169,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0,94,31
198,False,"{'a': 0.5, 'e': 0.5644}",20,14,11.033967156722708,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,94,31
199,False,"{'a': 0.5, 'e': 0.5599888888888889}",20,0,-40.28461900269788,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0,94,31
200,False,"{'a': 0.5, 'e': 0.5555555555555556}",20,9,-103.71483239869036,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 2}",1,94,31
201,False,"{'a': 0.5, 'e': 0.5510999999999999}",20,0,-64.09696884085936,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0,94,30
202,False,"{'a': 0.5, 'e': 0.5466222222222221}",20,14,-2.221280779710377,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1,94,30
203,False,"{'a': 0.5, 'e': 0.5421222222222222}",30,16,-9.157562125722167,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1,94,30
204,False,"{'a': 0.5, 'e': 0.5376}",20,9,2.702081740716433,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1,94,30
205,False,"{'a': 0.5, 'e': 0.5330555555555556}",20,0,-32.52408508781421,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0,94,30
206,False,"{'a': 0.5, 'e': 0.5284888888888888}",25,1,-135.80408779512908,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 3}",1,95,32
207,False,"{'a': 0.5, 'e': 0.5239}",25,5,-48.66146803410568,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1,95,32
208,False,"{'a': 0.5, 'e': 0.5192888888888889}",20,9,-77.03939523619638,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1,95,32
209,False,"{'a': 0.5, 'e': 0.5146555555555555}",20,0,-105.2803021107814,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0,95,32
210,False,"{'a': 0.5, 'e': 0.51}",20,0,-58.50614977710763,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0,95,32
211,False,"{'a': 0.5, 'e': 0.5053222222222222}",25,0,-135.38636813859236,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0,95,31
212,False,"{'a': 0.5, 'e': 0.5006222222222222}",25,11,8.566100962951513,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1,95,30
213,False,"{'a': 0.5, 'e': 0.4959}",20,14,-1.3675004153103227,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1,95,30
214,False,"{'a': 0.5, 'e': 0.49115555555555557}",20,8,-49.27454356473095,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1,95,30
215,False,"{'a': 0.5, 'e': 0.48638888888888887}",30,0,-9.887771108079994,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0,95,30
216,False,"{'a': 0.5, 'e': 0.48160000000000003}",20,0,-28.329284065098886,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1,95,30
217,False,"{'a': 0.5, 'e': 0.4767888888888888}",35,6,-141.65609423696543,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 3}",1,95,30
218,False,"{'a': 0.5, 'e': 0.4719555555555556}",20,0,-25.062748023191315,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0,96,33
219,False,"{'a': 0.5, 'e': 0.46709999999999996}",20,16,7.969726391483439,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,33
220,False,"{'a': 0.5, 'e': 0.4622222222222222}",25,13,-6.29969034102615,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1,96,33
221,False,"{'a': 0.5, 'e': 0.4573222222222222}",20,5,-10.064303387502072,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1,96,33
222,False,"{'a': 0.5, 'e': 0.4524}",30,21,9.830224898678576,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1,96,33
223,False,"{'a': 0.5, 'e': 0.4474555555555555}",20,11,-46.36945546838988,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1,96,33
224,False,"{'a': 0.5, 'e': 0.4424888888888888}",35,3,-106.71920195769974,"{0: 22, 1: 2, 2: 5, 3: 2, 4: 1}",1,96,33
225,False,"{'a': 0.5, 'e': 0.4375}",20,7,23.272873212239702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,32
226,False,"{'a': 0.5, 'e': 0.4324888888888888}",30,18,-1.4097392507103623,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1,96,32
227,False,"{'a': 0.5, 'e': 0.4274555555555555}",20,2,11.309485867352045,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1,96,32
228,False,"{'a': 0.5, 'e': 0.4224}",25,1,-48.70917515539734,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1,96,31
229,False,"{'a': 0.5, 'e': 0.41732222222222215}",25,11,-18.077775791473165,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1,96,31
230,False,"{'a': 0.5, 'e': 0.41222222222222216}",30,21,2.2592541870776075,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,31
231,False,"{'a': 0.5, 'e': 0.4071}",20,11,13.821882389668628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,31
232,False,"{'a': 0.5, 'e': 0.4019555555555555}",20,1,-0.26680580119867203,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1,96,30
233,False,"{'a': 0.5, 'e': 0.39678888888888886}",25,17,12.503471303216026,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,30
234,False,"{'a': 0.5, 'e': 0.39159999999999995}",25,9,10.516075720662704,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1,96,30
235,False,"{'a': 0.5, 'e': 0.3863888888888889}",25,13,12.994540097000177,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,30
236,False,"{'a': 0.5, 'e': 0.3811555555555556}",20,0,-57.543498228396146,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0,96,30
237,False,"{'a': 0.5, 'e': 0.3759}",25,0,-38.860981425035405,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",0,96,30
238,False,"{'a': 0.5, 'e': 0.3706222222222222}",20,4,-21.54357589550621,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1,96,30
239,False,"{'a': 0.5, 'e': 0.3653222222222222}",25,14,8.076129630324353,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,30
240,False,"{'a': 0.5, 'e': 0.36}",20,13,-12.436979071174125,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1,96,29
241,False,"{'a': 0.5, 'e': 0.3546555555555555}",20,4,8.872818100000426,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,29
242,False,"{'a': 0.5, 'e': 0.34928888888888887}",20,0,-81.8922761856343,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0,96,29
243,False,"{'a': 0.5, 'e': 0.3439}",30,16,-9.377615909423694,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1,96,29
244,False,"{'a': 0.5, 'e': 0.33848888888888884}",25,12,4.5180194163998975,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1,96,29
245,False,"{'a': 0.5, 'e': 0.33305555555555555}",30,0,-78.09339100671653,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0,96,29
246,False,"{'a': 0.5, 'e': 0.3276}",20,9,18.784741944196792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,29
247,False,"{'a': 0.5, 'e': 0.3221222222222222}",25,1,-44.32593751580063,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 0}",1,96,29
248,False,"{'a': 0.5, 'e': 0.31662222222222214}",20,11,4.982525650518211,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,29
249,False,"{'a': 0.5, 'e': 0.31109999999999993}",25,0,-2.1643172346667106,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0,96,29
250,False,"{'a': 0.5, 'e': 0.30555555555555547}",20,12,15.151858620439146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,29
251,False,"{'a': 0.5, 'e': 0.29998888888888886}",25,13,10.7464444803052,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,29
252,False,"{'a': 0.5, 'e': 0.2944}",30,10,-13.604788421315831,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1,96,29
253,False,"{'a': 0.5, 'e': 0.2887888888888889}",30,3,-0.41897436240119545,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1,96,29
254,False,"{'a': 0.5, 'e': 0.2831555555555555}",25,20,9.695817671143192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,29
255,False,"{'a': 0.5, 'e': 0.27749999999999997}",20,0,28.35432470754095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,96,29
256,False,"{'a': 0.5, 'e': 0.2718222222222222}",30,14,-15.350035341653975,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1,96,29
257,False,"{'a': 0.5, 'e': 0.26612222222222215}",20,0,-50.50632974151381,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0,96,28
258,False,"{'a': 0.5, 'e': 0.26039999999999996}",25,12,1.0578690990159492,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1,96,28
259,False,"{'a': 0.5, 'e': 0.2546555555555555}",20,1,30.29968590550826,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
260,False,"{'a': 0.5, 'e': 0.24888888888888883}",25,18,12.30927302040039,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
261,False,"{'a': 0.5, 'e': 0.24309999999999998}",20,6,2.217537865547393,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1,96,28
262,False,"{'a': 0.5, 'e': 0.23728888888888888}",20,12,16.188538636209206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
263,False,"{'a': 0.5, 'e': 0.23145555555555553}",20,0,-3.2796169052968027,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0,96,28
264,False,"{'a': 0.5, 'e': 0.2255999999999999}",20,3,29.204475065798967,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
265,False,"{'a': 0.5, 'e': 0.21972222222222215}",25,5,12.786637282673794,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1,96,28
266,False,"{'a': 0.5, 'e': 0.21382222222222214}",20,2,-22.753686460619175,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1,96,28
267,False,"{'a': 0.5, 'e': 0.20789999999999997}",25,18,12.332138909467144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
268,False,"{'a': 0.5, 'e': 0.20195555555555555}",25,0,4.060563111573195,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0,96,28
269,False,"{'a': 0.5, 'e': 0.19598888888888888}",30,13,19.200592546343266,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,28
270,False,"{'a': 0.5, 'e': 0.18999999999999995}",25,3,-56.40414338263797,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 1}",1,96,28
271,False,"{'a': 0.5, 'e': 0.18398888888888887}",20,7,-0.9907681972539573,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1,96,28
272,False,"{'a': 0.5, 'e': 0.17795555555555553}",25,14,23.245583189473237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
273,False,"{'a': 0.5, 'e': 0.17189999999999994}",30,9,-4.502414138444629,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1,96,28
274,False,"{'a': 0.5, 'e': 0.1658222222222222}",30,7,14.68464044429421,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1,96,28
275,False,"{'a': 0.5, 'e': 0.1597222222222222}",25,5,-4.582761577739016,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1,96,28
276,False,"{'a': 0.5, 'e': 0.15359999999999996}",30,16,27.07731098614797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
277,False,"{'a': 0.5, 'e': 0.14745555555555556}",30,23,9.38790400257137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
278,False,"{'a': 0.5, 'e': 0.1412888888888888}",25,8,29.99539132933846,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
279,False,"{'a': 0.5, 'e': 0.1351}",20,5,25.94619978235019,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
280,False,"{'a': 0.5, 'e': 0.12888888888888883}",25,5,38.908072398387056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
281,False,"{'a': 0.5, 'e': 0.12265555555555552}",25,14,-0.04495146788867421,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1,96,28
282,False,"{'a': 0.5, 'e': 0.11639999999999995}",25,14,5.686883110000542,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,28
283,False,"{'a': 0.5, 'e': 0.11012222222222223}",20,11,18.22656225358771,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
284,False,"{'a': 0.5, 'e': 0.10382222222222215}",30,8,32.69835370303559,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1,96,28
285,False,"{'a': 0.5, 'e': 0.09749999999999992}",20,8,10.936388930890677,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,28
286,False,"{'a': 0.5, 'e': 0.09115555555555555}",25,16,17.16047145387895,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
287,False,"{'a': 0.5, 'e': 0.0847888888888888}",25,13,14.498240611966576,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1,96,28
288,False,"{'a': 0.5, 'e': 0.07839999999999991}",20,0,27.625466063829094,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,96,28
289,False,"{'a': 0.5, 'e': 0.07198888888888888}",25,14,10.986835355608267,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1,96,28
290,False,"{'a': 0.5, 'e': 0.06555555555555548}",30,15,24.386921505462507,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
291,False,"{'a': 0.5, 'e': 0.05909999999999993}",35,13,-7.817009920954027,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1,96,28
292,False,"{'a': 0.5, 'e': 0.052622222222222126}",30,19,16.356024239896968,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
293,False,"{'a': 0.5, 'e': 0.046122222222222176}",30,10,39.31165924492938,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
294,False,"{'a': 0.5, 'e': 0.03959999999999997}",30,18,22.203030509751013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
295,False,"{'a': 0.5, 'e': 0.033055555555555505}",20,16,8.402857060612389,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
296,False,"{'a': 0.5, 'e': 0.026488888888888895}",20,14,11.598455769384502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
297,False,"{'a': 0.5, 'e': 0.019899999999999918}",25,14,20.987195649278554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
298,False,"{'a': 0.5, 'e': 0.013288888888888795}",25,11,24.334999127026435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
299,False,"{'a': 0.5, 'e': 0.006655555555555526}",30,18,22.92178322770682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
300,False,"{'a': 0.5, 'e': 0.0}",20,13,14.257546668267143,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
1,True,"{'a': 0.0, 'e': 0.0}",25,14,21.893188449140272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
2,True,"{'a': 0.0, 'e': 0.0}",20,13,13.13996201671795,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
3,True,"{'a': 0.0, 'e': 0.0}",25,10,26.70342231866202,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
4,True,"{'a': 0.0, 'e': 0.0}",20,2,34.59425440424121,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
5,True,"{'a': 0.0, 'e': 0.0}",20,4,27.4449814559313,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
6,True,"{'a': 0.0, 'e': 0.0}",30,15,29.207985442764347,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
7,True,"{'a': 0.0, 'e': 0.0}",20,9,21.289721437100376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
8,True,"{'a': 0.0, 'e': 0.0}",20,2,23.883811056345095,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
9,True,"{'a': 0.0, 'e': 0.0}",20,8,21.99035137748986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
10,True,"{'a': 0.0, 'e': 0.0}",20,10,17.141146774928625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
11,True,"{'a': 0.0, 'e': 0.0}",20,13,11.628438954388109,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
12,True,"{'a': 0.0, 'e': 0.0}",25,13,23.238724182316957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
13,True,"{'a': 0.0, 'e': 0.0}",30,11,37.995186292715346,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
14,True,"{'a': 0.0, 'e': 0.0}",25,15,18.34723457170257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
15,True,"{'a': 0.0, 'e': 0.0}",20,0,28.78151487554421,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,96,28
16,True,"{'a': 0.0, 'e': 0.0}",30,13,30.283432401117572,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
17,True,"{'a': 0.0, 'e': 0.0}",20,11,18.84680630593562,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
18,True,"{'a': 0.0, 'e': 0.0}",25,13,22.020977763273333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
19,True,"{'a': 0.0, 'e': 0.0}",20,6,24.114314397034118,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
20,True,"{'a': 0.0, 'e': 0.0}",20,16,7.70642814947388,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
21,True,"{'a': 0.0, 'e': 0.0}",25,16,17.8631810614733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
22,True,"{'a': 0.0, 'e': 0.0}",25,3,37.56159208375842,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
23,True,"{'a': 0.0, 'e': 0.0}",25,11,22.490776502283243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
24,True,"{'a': 0.0, 'e': 0.0}",25,17,12.300925475843249,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
25,True,"{'a': 0.0, 'e': 0.0}",20,12,18.24732115845419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
26,True,"{'a': 0.0, 'e': 0.0}",30,8,30.03662263143801,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
27,True,"{'a': 0.0, 'e': 0.0}",25,0,42.9472425885281,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,96,28
28,True,"{'a': 0.0, 'e': 0.0}",20,11,16.686594688915896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
29,True,"{'a': 0.0, 'e': 0.0}",30,15,27.545357320249632,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
30,True,"{'a': 0.0, 'e': 0.0}",20,10,22.078889892372835,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
31,True,"{'a': 0.0, 'e': 0.0}",25,14,22.130172825751053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
32,True,"{'a': 0.0, 'e': 0.0}",20,0,36.0562075759555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
33,True,"{'a': 0.0, 'e': 0.0}",25,14,20.52286374513286,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
34,True,"{'a': 0.0, 'e': 0.0}",20,12,13.807109719389828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
35,True,"{'a': 0.0, 'e': 0.0}",25,0,37.235625101857266,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0,96,28
36,True,"{'a': 0.0, 'e': 0.0}",30,24,11.933233116970055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
37,True,"{'a': 0.0, 'e': 0.0}",25,8,34.90668099556614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
38,True,"{'a': 0.0, 'e': 0.0}",20,6,27.48946425861474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
39,True,"{'a': 0.0, 'e': 0.0}",20,0,31.58582749889165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0,96,28
40,True,"{'a': 0.0, 'e': 0.0}",20,1,32.42617156785212,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
41,True,"{'a': 0.0, 'e': 0.0}",35,24,19.79057187601424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
42,True,"{'a': 0.0, 'e': 0.0}",20,9,22.295443156381808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
43,True,"{'a': 0.0, 'e': 0.0}",20,12,14.168816773286103,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
44,True,"{'a': 0.0, 'e': 0.0}",35,22,25.86454731606122,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
45,True,"{'a': 0.0, 'e': 0.0}",30,8,30.862487985791397,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
46,True,"{'a': 0.0, 'e': 0.0}",20,9,19.315757728062046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
47,True,"{'a': 0.0, 'e': 0.0}",20,7,21.616263056246698,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
48,True,"{'a': 0.0, 'e': 0.0}",25,19,11.645849440692324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
49,True,"{'a': 0.0, 'e': 0.0}",25,11,27.27247544226259,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
50,True,"{'a': 0.0, 'e': 0.0}",20,3,28.05870242887118,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,96,28
